X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,8.970001e-03,5.000000e-08
0,4.00e-05,3.20e-04,-8.00e-05,
1,4.00e-05,3.20e-04,-1.60e-04,
2,4.00e-05,2.80e-04,-2.00e-04,
3,0.00e+00,2.80e-04,-1.60e-04,
4,-4.00e-05,2.00e-04,-2.00e-04,
5,-4.00e-05,2.00e-04,-2.00e-04,
6,1.20e-04,2.80e-04,-8.00e-05,
7,1.20e-04,2.80e-04,-8.00e-05,
8,0.00e+00,3.20e-04,-1.60e-04,
9,0.00e+00,3.20e-04,-1.60e-04,
10,0.00e+00,2.00e-04,-1.60e-04,
11,0.00e+00,3.20e-04,-2.00e-04,
12,0.00e+00,2.00e-04,-2.00e-04,
13,0.00e+00,2.00e-04,-2.00e-04,
14,1.20e-04,2.80e-04,-1.60e-04,
15,1.20e-04,2.80e-04,-1.60e-04,
16,4.00e-05,2.00e-04,-1.60e-04,
17,4.00e-05,2.00e-04,-1.60e-04,
18,0.00e+00,3.20e-04,-1.60e-04,
19,0.00e+00,3.20e-04,-1.60e-04,
20,0.00e+00,2.00e-04,-1.60e-04,
21,0.00e+00,2.00e-04,-1.60e-04,
22,0.00e+00,3.20e-04,-8.00e-05,
23,0.00e+00,3.20e-04,-8.00e-05,
24,4.00e-05,2.00e-04,-1.60e-04,
25,4.00e-05,2.00e-04,-1.60e-04,
26,-4.00e-05,3.20e-04,-1.60e-04,
27,0.00e+00,3.20e-04,-8.00e-05,
28,0.00e+00,2.00e-04,-1.60e-04,
29,0.00e+00,2.00e-04,-1.60e-04,
30,-4.00e-05,3.20e-04,-1.60e-04,
31,-4.00e-05,3.20e-04,-1.60e-04,
32,0.00e+00,2.80e-04,-2.00e-04,
33,0.00e+00,2.80e-04,-2.00e-04,
34,0.00e+00,2.80e-04,-1.60e-04,
35,0.00e+00,3.20e-04,-1.60e-04,
36,0.00e+00,3.20e-04,-1.60e-04,
37,0.00e+00,3.20e-04,-1.60e-04,
38,0.00e+00,2.80e-04,-1.60e-04,
39,0.00e+00,2.80e-04,-1.60e-04,
40,4.00e-05,3.20e-04,-1.60e-04,
41,4.00e-05,3.20e-04,-1.60e-04,
42,4.00e-05,3.20e-04,-2.00e-04,
43,-4.00e-05,3.20e-04,-1.60e-04,
44,4.00e-05,2.80e-04,-1.60e-04,
45,4.00e-05,2.80e-04,-1.60e-04,
46,0.00e+00,2.80e-04,-1.60e-04,
47,0.00e+00,2.80e-04,-1.60e-04,
48,1.20e-04,2.00e-04,-1.60e-04,
49,1.20e-04,2.00e-04,-1.60e-04,
50,0.00e+00,2.80e-04,-1.60e-04,
51,0.00e+00,2.80e-04,-1.60e-04,
52,4.00e-05,2.80e-04,-1.60e-04,
53,4.00e-05,2.80e-04,-1.60e-04,
54,0.00e+00,2.80e-04,-1.60e-04,
55,0.00e+00,2.80e-04,-1.60e-04,
56,1.20e-04,2.80e-04,-1.60e-04,
57,1.20e-04,2.80e-04,-1.60e-04,
58,4.00e-05,2.80e-04,-8.00e-05,
59,4.00e-05,3.20e-04,-1.60e-04,
60,0.00e+00,2.00e-04,-1.60e-04,
61,0.00e+00,2.00e-04,-1.60e-04,
62,4.00e-05,2.80e-04,-4.00e-05,
63,4.00e-05,2.80e-04,-4.00e-05,
64,0.00e+00,2.00e-04,-8.00e-05,
65,0.00e+00,2.00e-04,-8.00e-05,
66,4.00e-05,3.20e-04,-8.00e-05,
67,4.00e-05,3.20e-04,-8.00e-05,
68,4.00e-05,3.20e-04,-1.60e-04,
69,4.00e-05,3.20e-04,-1.60e-04,
70,0.00e+00,3.20e-04,-8.00e-05,
71,0.00e+00,3.20e-04,-8.00e-05,
72,0.00e+00,3.20e-04,-2.00e-04,
73,0.00e+00,3.20e-04,-2.00e-04,
74,0.00e+00,3.20e-04,-1.60e-04,
75,0.00e+00,2.80e-04,-1.60e-04,
76,4.00e-05,3.20e-04,-1.60e-04,
77,4.00e-05,3.20e-04,-1.60e-04,
78,1.20e-04,3.20e-04,-8.00e-05,
79,1.20e-04,3.20e-04,-8.00e-05,
80,0.00e+00,2.80e-04,-1.60e-04,
81,0.00e+00,2.80e-04,-1.60e-04,
82,4.00e-05,3.20e-04,-8.00e-05,
83,0.00e+00,3.20e-04,-1.60e-04,
84,4.00e-05,2.80e-04,-1.60e-04,
85,4.00e-05,2.80e-04,-1.60e-04,
86,1.60e-04,3.20e-04,-1.60e-04,
87,1.60e-04,3.20e-04,-1.60e-04,
88,4.00e-05,3.20e-04,-1.60e-04,
89,4.00e-05,3.20e-04,-1.60e-04,
90,-1.12e-03,-9.20e-04,-1.16e-03,
91,-8.80e-04,-1.88e-03,-2.32e-03,
92,4.76e-03,2.72e-03,2.88e-03,
93,4.76e-03,2.72e-03,2.88e-03,
94,-2.12e-03,-2.80e-03,-3.48e-03,
95,-2.12e-03,-2.80e-03,-3.48e-03,
96,5.12e-03,5.12e-03,4.36e-03,
97,5.12e-03,5.12e-03,4.36e-03,
98,-1.92e-03,-3.24e-03,-4.08e-03,
99,5.12e-03,4.24e-03,2.52e-03,
100,-2.56e-03,-3.76e-03,-3.08e-03,
101,-2.56e-03,-3.76e-03,-3.08e-03,
102,5.12e-03,2.60e-03,6.40e-04,
103,5.12e-03,2.60e-03,6.40e-04,
104,-3.08e-03,-8.40e-04,-3.20e-04,
105,-3.08e-03,-8.40e-04,-3.20e-04,
106,-5.20e-04,-1.04e-03,-1.96e-03,
107,2.24e-03,3.28e-03,3.00e-03,
108,-1.96e-03,-2.40e-03,-1.96e-03,
109,-1.96e-03,-2.40e-03,-1.96e-03,
110,4.88e-03,5.12e-03,3.80e-03,
111,4.88e-03,5.12e-03,3.80e-03,
112,4.60e-03,4.56e-03,4.64e-03,
113,4.60e-03,4.56e-03,4.64e-03,
114,6.80e-04,6.40e-04,7.20e-04,
115,-2.56e-03,2.44e-03,4.64e-03,
116,5.12e-03,4.28e-03,1.32e-03,
117,5.12e-03,4.28e-03,1.32e-03,
118,5.12e-03,5.12e-03,5.12e-03,
119,5.12e-03,5.12e-03,5.12e-03,
120,4.00e-05,-5.20e-04,-1.32e-03,
121,4.00e-05,-5.20e-04,-1.32e-03,
122,4.04e-03,-1.88e-03,-1.84e-03,
123,4.52e-03,3.96e-03,4.52e-03,
124,5.12e-03,5.12e-03,-1.44e-03,
125,5.12e-03,5.12e-03,-1.44e-03,
126,4.00e-05,-6.40e-04,-2.00e-04,
127,4.00e-05,-6.40e-04,-2.00e-04,
128,-2.56e-03,-1.88e-03,-2.56e-03,
129,-2.56e-03,-1.88e-03,-2.56e-03,
130,4.52e-03,4.36e-03,5.08e-03,
131,5.12e-03,3.04e-03,5.12e-03,
132,-4.00e-05,2.00e-04,8.00e-05,
133,-4.00e-05,2.00e-04,8.00e-05,
134,-1.84e-03,-2.60e-03,-2.00e-03,
135,-1.84e-03,-2.60e-03,-2.00e-03,
136,4.32e-03,5.08e-03,4.32e-03,
137,4.32e-03,5.08e-03,4.32e-03,
138,5.12e-03,5.12e-03,5.12e-03,
139,3.68e-03,3.88e-03,4.12e-03,
140,-8.00e-04,-1.08e-03,-1.44e-03,
141,-8.00e-04,-1.08e-03,-1.44e-03,
142,4.80e-03,5.08e-03,5.12e-03,
143,4.80e-03,5.08e-03,5.12e-03,
144,-5.20e-04,-9.60e-04,-2.24e-03,
145,-5.20e-04,-9.60e-04,-2.24e-03,
146,4.60e-03,4.88e-03,5.12e-03,
147,-8.00e-04,-1.40e-03,-2.64e-03,
148,4.44e-03,5.12e-03,4.88e-03,
149,4.44e-03,5.12e-03,4.88e-03,
150,-5.60e-04,-3.80e-03,-1.44e-03,
151,-5.60e-04,-3.80e-03,-1.44e-03,
152,4.48e-03,4.72e-03,-2.52e-03,
153,4.48e-03,4.72e-03,-2.52e-03,
154,-2.24e-03,1.84e-03,5.12e-03,
155,3.04e-03,-7.60e-04,-2.44e-03,
156,-2.28e-03,4.12e-03,2.84e-03,
157,-2.28e-03,4.12e-03,2.84e-03,
158,3.08e-03,-1.20e-03,-1.16e-03,
159,3.08e-03,-1.20e-03,-1.16e-03,
160,-4.08e-03,1.00e-03,-1.56e-03,
161,-4.08e-03,1.00e-03,-1.56e-03,
162,5.12e-03,3.00e-03,4.48e-03,
163,-4.20e-03,-3.72e-03,-4.20e-03,
164,5.12e-03,4.88e-03,3.40e-03,
165,5.12e-03,4.88e-03,3.40e-03,
166,-3.68e-03,-3.48e-03,-3.20e-03,
167,-3.68e-03,-3.48e-03,-3.20e-03,
168,5.12e-03,5.08e-03,1.88e-03,
169,5.12e-03,5.08e-03,1.88e-03,
170,-3.32e-03,-3.08e-03,-1.04e-03,
171,2.52e-03,1.88e-03,-2.00e-04,
172,-1.00e-03,-3.60e-04,-2.40e-04,
173,-1.00e-03,-3.60e-04,-2.40e-04,
174,4.00e-04,3.60e-04,3.60e-04,
175,4.00e-04,3.60e-04,3.60e-04,
176,-1.84e-03,-6.40e-04,-2.04e-03,
177,-1.84e-03,-6.40e-04,-2.04e-03,
178,1.16e-03,1.00e-03,1.60e-03,
179,-2.80e-04,5.60e-04,-3.60e-04,
180,-1.20e-04,-8.00e-05,-5.20e-04,
181,-1.20e-04,-8.00e-05,-5.20e-04,
182,2.24e-03,2.16e-03,2.24e-03,
183,2.24e-03,2.16e-03,2.24e-03,
184,-2.08e-03,-1.68e-03,-2.64e-03,
185,-2.08e-03,-1.68e-03,-2.64e-03,
186,2.36e-03,2.48e-03,2.32e-03,
187,-1.72e-03,-1.48e-03,-1.56e-03,
188,1.44e-03,1.56e-03,6.00e-04,
189,1.44e-03,1.56e-03,6.00e-04,
190,-1.44e-03,-1.24e-03,-8.00e-04,
191,-1.44e-03,-1.24e-03,-8.00e-04,
192,3.32e-03,2.48e-03,1.44e-03,
193,3.32e-03,2.48e-03,1.44e-03,
194,-2.08e-03,-1.64e-03,-1.56e-03,
195,2.80e-03,2.16e-03,1.28e-03,
196,-2.08e-03,-8.00e-04,-8.00e-04,
197,-2.08e-03,-8.00e-04,-8.00e-04,
198,4.36e-03,3.00e-03,2.40e-03,
199,4.36e-03,3.00e-03,2.40e-03,
200,-2.80e-04,2.44e-03,1.88e-03,
201,-2.80e-04,2.44e-03,1.88e-03,
202,5.12e-03,5.12e-03,5.12e-03,
203,-5.08e-03,-3.32e-03,-7.20e-04,
204,4.00e-04,8.00e-05,-2.40e-04,
205,4.00e-04,8.00e-05,-2.40e-04,
206,-4.88e-03,0.00e+00,7.60e-04,
207,-4.88e-03,0.00e+00,7.60e-04,
208,2.80e-04,-6.40e-04,-1.72e-03,
209,2.80e-04,-6.40e-04,-1.72e-03,
210,-4.76e-03,-5.08e-03,-4.76e-03,
211,5.12e-03,1.76e-03,7.60e-04,
212,-2.24e-03,-1.24e-03,-2.04e-03,
213,-2.24e-03,-1.24e-03,-2.04e-03,
214,4.04e-03,-9.20e-04,-9.20e-04,
215,4.04e-03,-9.20e-04,-9.20e-04,
216,-3.88e-03,-1.60e-03,-2.72e-03,
217,-3.88e-03,-1.60e-03,-2.72e-03,
218,-1.12e-03,-3.04e-03,-3.64e-03,
219,1.56e-03,7.60e-04,8.00e-05,
220,-2.84e-03,-2.76e-03,-3.80e-03,
221,-2.84e-03,-2.76e-03,-3.80e-03,
222,3.32e-03,0.00e+00,-2.00e-04,
223,3.32e-03,0.00e+00,-2.00e-04,
224,-2.36e-03,-2.92e-03,-3.88e-03,
225,-2.36e-03,-2.92e-03,-3.88e-03,
226,3.04e-03,-5.60e-04,-1.00e-03,
227,-2.08e-03,-2.12e-03,-3.00e-03,
228,1.40e-03,-8.00e-04,-1.72e-03,
229,1.40e-03,-8.00e-04,-1.72e-03,
230,-1.92e-03,-1.88e-03,-2.56e-03,
231,-1.92e-03,-1.88e-03,-2.56e-03,
232,-4.40e-04,-1.48e-03,-2.44e-03,
233,-4.40e-04,-1.48e-03,-2.44e-03,
234,-2.80e-04,-1.32e-03,-1.88e-03,
235,-1.24e-03,-1.88e-03,-2.80e-03,
236,0.00e+00,-1.08e-03,-1.84e-03,
237,0.00e+00,-1.08e-03,-1.84e-03,
238,-1.08e-03,-1.80e-03,-2.72e-03,
239,-1.08e-03,-1.80e-03,-2.72e-03,
240,-5.60e-04,-1.40e-03,-2.24e-03,
241,-5.60e-04,-1.40e-03,-2.24e-03,
242,-3.20e-04,-1.40e-03,-2.16e-03,
243,-1.36e-03,-1.88e-03,-2.68e-03,
244,4.00e-05,-1.12e-03,-1.96e-03,
245,4.00e-05,-1.12e-03,-1.96e-03,
246,-1.44e-03,-2.04e-03,-2.92e-03,
247,-1.44e-03,-2.04e-03,-2.92e-03,
248,0.00e+00,-1.08e-03,-2.00e-03,
249,0.00e+00,-1.08e-03,-2.00e-03,
250,-1.24e-03,-1.88e-03,-2.80e-03,
251,-3.20e-04,-1.36e-03,-2.24e-03,
252,-8.40e-04,-1.52e-03,-2.40e-03,
253,-8.40e-04,-1.52e-03,-2.40e-03,
254,-8.00e-04,-1.52e-03,-2.32e-03,
255,-8.00e-04,-1.52e-03,-2.32e-03,
256,-6.00e-04,-1.40e-03,-2.44e-03,
257,-6.00e-04,-1.40e-03,-2.44e-03,
258,-1.08e-03,-1.64e-03,-2.32e-03,
259,-3.20e-04,-1.32e-03,-2.28e-03,
260,-9.60e-04,-1.68e-03,-2.64e-03,
261,-9.60e-04,-1.68e-03,-2.64e-03,
262,-4.00e-04,-1.40e-03,-2.32e-03,
263,-4.00e-04,-1.40e-03,-2.32e-03,
264,-9.60e-04,-1.64e-03,-2.56e-03,
265,-9.60e-04,-1.64e-03,-2.56e-03,
266,-6.00e-04,-1.52e-03,-2.40e-03,
267,-7.20e-04,-1.52e-03,-2.44e-03,
268,-8.40e-04,-1.60e-03,-2.44e-03,
269,-8.40e-04,-1.60e-03,-2.44e-03,
270,-5.60e-04,-1.48e-03,-2.32e-03,
271,-5.60e-04,-1.48e-03,-2.32e-03,
272,-1.00e-03,-1.80e-03,-2.68e-03,
273,-1.00e-03,-1.80e-03,-2.68e-03,
274,-5.20e-04,-1.40e-03,-2.24e-03,
275,-8.40e-04,-1.64e-03,-2.56e-03,
276,-9.60e-04,-1.64e-03,-2.64e-03,
277,-9.60e-04,-1.64e-03,-2.64e-03,
278,-2.80e-04,-1.24e-03,-2.24e-03,
279,-2.80e-04,-1.24e-03,-2.24e-03,
280,-1.24e-03,-1.92e-03,-2.92e-03,
281,-1.24e-03,-1.92e-03,-2.92e-03,
