X,CH1,CH2
Second,Voltage,Voltage
-8.19E-06,-4.00E-03,-2.40E-01
-8.19E-06,-4.00E-03,-2.40E-01
-8.19E-06,-4.00E-03,-2.40E-01
-8.19E-06,-4.00E-03,-2.40E-01
-8.18E-06,-4.00E-03,-2.40E-01
-8.18E-06,-4.00E-03,-2.40E-01
-8.18E-06,-4.00E-03,-2.40E-01
-8.18E-06,-4.00E-03,-2.40E-01
-8.18E-06,-4.00E-03,-2.40E-01
-8.17E-06,-4.00E-03,-2.40E-01
-8.17E-06,-4.00E-03,-2.40E-01
-8.17E-06,-4.00E-03,-2.40E-01
-8.17E-06,-4.00E-03,-2.40E-01
-8.17E-06,-4.00E-03,-2.40E-01
-8.16E-06,-4.00E-03,-2.40E-01
-8.16E-06,-4.00E-03,-2.40E-01
-8.16E-06,-4.00E-03,-2.40E-01
-8.16E-06,-4.00E-03,-2.40E-01
-8.16E-06,-4.00E-03,-2.40E-01
-8.15E-06,-4.00E-03,-1.60E-01
-8.15E-06,4.00E-03,-1.60E-01
-8.15E-06,-4.00E-03,-8.00E-02
-8.15E-06,0.00E00,-2.40E-01
-8.15E-06,4.00E-03,-1.60E-01
-8.14E-06,4.00E-03,-8.00E-02
-8.14E-06,4.00E-03,-1.60E-01
-8.14E-06,-4.00E-03,-8.00E-02
-8.14E-06,0.00E00,-8.00E-02
-8.14E-06,0.00E00,-1.60E-01
-8.13E-06,-4.00E-03,-1.60E-01
-8.13E-06,0.00E00,-1.60E-01
-8.13E-06,-4.00E-03,-1.60E-01
-8.13E-06,-8.00E-03,-1.60E-01
-8.13E-06,-4.00E-03,-1.60E-01
-8.12E-06,0.00E00,-1.60E-01
-8.12E-06,0.00E00,-8.00E-02
-8.12E-06,-4.00E-03,-8.00E-02
-8.12E-06,0.00E00,-2.40E-01
-8.12E-06,4.00E-03,-1.60E-01
-8.11E-06,4.00E-03,-1.60E-01
-8.11E-06,4.00E-03,-8.00E-02
-8.11E-06,0.00E00,-8.00E-02
-8.11E-06,0.00E00,-8.00E-02
-8.11E-06,0.00E00,-1.60E-01
-8.10E-06,0.00E00,-8.00E-02
-8.10E-06,0.00E00,-8.00E-02
-8.10E-06,-4.00E-03,-8.00E-02
-8.10E-06,-4.00E-03,-1.60E-01
-8.10E-06,-4.00E-03,-1.60E-01
-8.09E-06,-4.00E-03,-1.60E-01
-8.09E-06,0.00E00,-1.60E-01
-8.09E-06,-4.00E-03,-8.00E-02
-8.09E-06,-4.00E-03,-1.60E-01
-8.09E-06,0.00E00,-1.60E-01
-8.08E-06,0.00E00,-1.60E-01
-8.08E-06,4.00E-03,-1.60E-01
-8.08E-06,0.00E00,-8.00E-02
-8.08E-06,0.00E00,-1.60E-01
-8.08E-06,0.00E00,-1.60E-01
-8.07E-06,0.00E00,-1.60E-01
-8.07E-06,0.00E00,-1.60E-01
-8.07E-06,-4.00E-03,-1.60E-01
-8.07E-06,-4.00E-03,-1.60E-01
-8.07E-06,-4.00E-03,-1.60E-01
-8.06E-06,-4.00E-03,-1.60E-01
-8.06E-06,0.00E00,-1.60E-01
-8.06E-06,-4.00E-03,-8.00E-02
-8.06E-06,-4.00E-03,-1.60E-01
-8.06E-06,-4.00E-03,-2.40E-01
-8.05E-06,-4.00E-03,-1.60E-01
-8.05E-06,4.00E-03,-1.60E-01
-8.05E-06,0.00E00,-8.00E-02
-8.05E-06,0.00E00,-1.60E-01
-8.05E-06,0.00E00,-1.60E-01
-8.04E-06,0.00E00,-1.60E-01
-8.04E-06,4.00E-03,-8.00E-02
-8.04E-06,0.00E00,-8.00E-02
-8.04E-06,-4.00E-03,-1.60E-01
-8.04E-06,-4.00E-03,-1.60E-01
-8.03E-06,-4.00E-03,-1.60E-01
-8.03E-06,0.00E00,-8.00E-02
-8.03E-06,0.00E00,0.00E00
-8.03E-06,0.00E00,1.60E-01
-8.03E-06,-4.00E-03,4.80E-01
-8.02E-06,-4.00E-03,8.00E-01
-8.02E-06,0.00E00,1.20E+00
-8.02E-06,0.00E00,1.52E+00
-8.02E-06,-4.00E-03,2.00E+00
-8.02E-06,-1.20E-02,2.32E+00
-8.01E-06,-1.60E-02,2.56E+00
-8.01E-06,-8.00E-03,2.80E+00
-8.01E-06,-4.00E-03,3.12E+00
-8.01E-06,0.00E00,3.28E+00
-8.01E-06,4.00E-03,3.44E+00
-8.00E-06,4.00E-03,3.60E+00
-8.00E-06,8.00E-03,3.76E+00
-8.00E-06,4.00E-03,3.84E+00
-8.00E-06,4.00E-03,3.92E+00
-8.00E-06,4.00E-03,4.08E+00
-7.99E-06,4.00E-03,4.16E+00
-7.99E-06,8.00E-03,4.32E+00
-7.99E-06,0.00E00,4.32E+00
-7.99E-06,-4.00E-03,4.32E+00
-7.99E-06,-4.00E-03,4.40E+00
-7.98E-06,-4.00E-03,4.48E+00
-7.98E-06,8.00E-03,4.56E+00
-7.98E-06,2.00E-02,4.56E+00
-7.98E-06,4.00E-02,4.56E+00
-7.98E-06,6.00E-02,4.64E+00
-7.97E-06,8.40E-02,4.64E+00
-7.97E-06,1.00E-01,4.72E+00
-7.97E-06,1.24E-01,4.80E+00
-7.97E-06,1.40E-01,4.72E+00
-7.97E-06,1.44E-01,4.80E+00
-7.96E-06,1.36E-01,4.88E+00
-7.96E-06,1.20E-01,4.88E+00
-7.96E-06,9.20E-02,4.88E+00
-7.96E-06,5.60E-02,4.80E+00
-7.96E-06,8.00E-03,4.96E+00
-7.95E-06,-4.00E-02,4.88E+00
-7.95E-06,-8.00E-02,4.96E+00
-7.95E-06,-1.24E-01,4.96E+00
-7.95E-06,-1.64E-01,4.88E+00
-7.95E-06,-1.88E-01,4.96E+00
-7.94E-06,-2.00E-01,4.96E+00
-7.94E-06,-2.00E-01,4.96E+00
-7.94E-06,-1.80E-01,4.96E+00
-7.94E-06,-1.36E-01,4.88E+00
-7.94E-06,-7.60E-02,4.96E+00
-7.93E-06,-4.00E-03,4.88E+00
-7.93E-06,5.60E-02,4.96E+00
-7.93E-06,1.12E-01,4.96E+00
-7.93E-06,1.52E-01,4.88E+00
-7.93E-06,1.80E-01,4.96E+00
-7.92E-06,1.88E-01,4.96E+00
-7.92E-06,1.80E-01,4.96E+00
-7.92E-06,1.64E-01,4.96E+00
-7.92E-06,1.40E-01,4.96E+00
-7.92E-06,1.04E-01,5.04E+00
-7.91E-06,6.40E-02,4.96E+00
-7.91E-06,2.80E-02,5.04E+00
-7.91E-06,-8.00E-03,4.96E+00
-7.91E-06,-4.00E-02,4.88E+00
-7.91E-06,-6.00E-02,4.96E+00
-7.90E-06,-8.40E-02,4.96E+00
-7.90E-06,-1.04E-01,5.04E+00
-7.90E-06,-1.12E-01,4.96E+00
-7.90E-06,-1.20E-01,4.96E+00
-7.90E-06,-1.08E-01,5.04E+00
-7.89E-06,-1.00E-01,4.96E+00
-7.89E-06,-8.00E-02,5.04E+00
-7.89E-06,-6.40E-02,5.04E+00
-7.89E-06,-5.20E-02,4.96E+00
-7.89E-06,-3.60E-02,5.04E+00
-7.88E-06,-2.40E-02,4.96E+00
-7.88E-06,-1.60E-02,5.04E+00
-7.88E-06,-1.20E-02,4.96E+00
-7.88E-06,-8.00E-03,4.96E+00
-7.88E-06,-4.00E-03,5.04E+00
-7.87E-06,4.00E-03,4.96E+00
-7.87E-06,4.00E-03,5.04E+00
-7.87E-06,0.00E00,5.04E+00
-7.87E-06,4.00E-03,4.88E+00
-7.87E-06,4.00E-03,4.96E+00
-7.86E-06,8.00E-03,4.96E+00
-7.86E-06,8.00E-03,5.04E+00
-7.86E-06,4.00E-03,4.96E+00
-7.86E-06,0.00E00,4.88E+00
-7.86E-06,4.00E-03,4.96E+00
-7.85E-06,4.00E-03,4.96E+00
-7.85E-06,8.00E-03,5.04E+00
-7.85E-06,4.00E-03,4.96E+00
-7.85E-06,0.00E00,4.88E+00
-7.85E-06,0.00E00,5.04E+00
-7.84E-06,0.00E00,4.96E+00
-7.84E-06,4.00E-03,5.04E+00
-7.84E-06,-4.00E-03,5.04E+00
-7.84E-06,-4.00E-03,4.96E+00
-7.84E-06,-4.00E-03,5.04E+00
-7.83E-06,-4.00E-03,4.96E+00
-7.83E-06,0.00E00,5.04E+00
-7.83E-06,-4.00E-03,4.96E+00
-7.83E-06,-4.00E-03,4.96E+00
-7.83E-06,-4.00E-03,5.04E+00
-7.82E-06,0.00E00,4.96E+00
-7.82E-06,8.00E-03,5.04E+00
-7.82E-06,0.00E00,4.96E+00
-7.82E-06,0.00E00,4.96E+00
-7.82E-06,0.00E00,5.04E+00
-7.81E-06,0.00E00,4.96E+00
-7.81E-06,8.00E-03,5.04E+00
-7.81E-06,0.00E00,4.96E+00
-7.81E-06,0.00E00,4.96E+00
-7.81E-06,-4.00E-03,5.04E+00
-7.80E-06,-4.00E-03,4.96E+00
-7.80E-06,0.00E00,5.04E+00
-7.80E-06,-4.00E-03,5.04E+00
-7.80E-06,-4.00E-03,4.96E+00
-7.80E-06,-4.00E-03,5.04E+00
-7.79E-06,-4.00E-03,4.96E+00
-7.79E-06,4.00E-03,4.96E+00
-7.79E-06,0.00E00,4.80E+00
-7.79E-06,0.00E00,4.40E+00
-7.79E-06,-4.00E-03,4.00E+00
-7.78E-06,-4.00E-03,3.52E+00
-7.78E-06,4.00E-03,3.20E+00
-7.78E-06,4.00E-03,2.72E+00
-7.78E-06,4.00E-03,2.32E+00
-7.78E-06,1.20E-02,1.92E+00
-7.77E-06,1.60E-02,1.68E+00
-7.77E-06,1.60E-02,1.36E+00
-7.77E-06,4.00E-03,1.04E+00
-7.77E-06,-8.00E-03,9.60E-01
-7.77E-06,-1.20E-02,8.00E-01
-7.76E-06,-1.20E-02,5.60E-01
-7.76E-06,-8.00E-03,4.80E-01
-7.76E-06,-4.00E-03,3.20E-01
-7.76E-06,-8.00E-03,1.60E-01
-7.76E-06,-8.00E-03,8.00E-02
-7.75E-06,-1.20E-02,8.00E-02
-7.75E-06,0.00E00,0.00E00
-7.75E-06,0.00E00,0.00E00
-7.75E-06,4.00E-03,-8.00E-02
-7.75E-06,8.00E-03,-8.00E-02
-7.74E-06,4.00E-03,-8.00E-02
-7.74E-06,8.00E-03,-8.00E-02
-7.74E-06,8.00E-03,-8.00E-02
-7.74E-06,4.00E-03,-8.00E-02
-7.74E-06,0.00E00,-1.60E-01
-7.73E-06,-8.00E-03,-1.60E-01
-7.73E-06,-4.00E-03,-1.60E-01
-7.73E-06,-4.00E-03,-8.00E-02
-7.73E-06,-8.00E-03,-1.60E-01
-7.73E-06,-1.20E-02,-1.60E-01
-7.72E-06,-8.00E-03,-1.60E-01
-7.72E-06,-4.00E-03,-1.60E-01
-7.72E-06,-4.00E-03,-2.40E-01
-7.72E-06,0.00E00,-2.40E-01
-7.72E-06,4.00E-03,-2.40E-01
-7.71E-06,4.00E-03,-1.60E-01
-7.71E-06,8.00E-03,-1.60E-01
-7.71E-06,8.00E-03,-2.40E-01
-7.71E-06,8.00E-03,-1.60E-01
-7.71E-06,4.00E-03,-1.60E-01
-7.70E-06,0.00E00,-1.60E-01
-7.70E-06,0.00E00,-1.60E-01
-7.70E-06,-4.00E-03,-8.00E-02
-7.70E-06,-4.00E-03,-1.60E-01
-7.70E-06,-4.00E-03,-8.00E-02
-7.69E-06,-8.00E-03,-1.60E-01
-7.69E-06,-4.00E-03,-1.60E-01
-7.69E-06,-4.00E-03,-1.60E-01
-7.69E-06,0.00E00,-2.40E-01
-7.69E-06,4.00E-03,-1.60E-01
-7.68E-06,4.00E-03,-1.60E-01
-7.68E-06,8.00E-03,-1.60E-01
-7.68E-06,4.00E-03,-8.00E-02
-7.68E-06,4.00E-03,-8.00E-02
-7.68E-06,4.00E-03,-8.00E-02
-7.67E-06,0.00E00,-8.00E-02
-7.67E-06,0.00E00,-1.60E-01
-7.67E-06,-4.00E-03,-8.00E-02
-7.67E-06,0.00E00,-1.60E-01
-7.67E-06,-4.00E-03,-1.60E-01
-7.66E-06,-4.00E-03,-1.60E-01
-7.66E-06,-4.00E-03,-1.60E-01
-7.66E-06,-8.00E-03,-8.00E-02
-7.66E-06,-8.00E-03,-2.40E-01
-7.66E-06,-4.00E-03,-1.60E-01
-7.65E-06,0.00E00,-1.60E-01
-7.65E-06,4.00E-03,-1.60E-01
-7.65E-06,-4.00E-03,-8.00E-02
-7.65E-06,0.00E00,-1.60E-01
-7.65E-06,4.00E-03,-8.00E-02
-7.64E-06,4.00E-03,-1.60E-01
-7.64E-06,4.00E-03,-1.60E-01
-7.64E-06,-4.00E-03,-8.00E-02
-7.64E-06,0.00E00,-2.40E-01
-7.64E-06,0.00E00,-1.60E-01
-7.63E-06,0.00E00,-1.60E-01
-7.63E-06,0.00E00,-1.60E-01
-7.63E-06,-4.00E-03,-8.00E-02
-7.63E-06,-8.00E-03,-1.60E-01
-7.63E-06,-4.00E-03,0.00E00
-7.62E-06,0.00E00,-1.60E-01
-7.62E-06,0.00E00,-1.60E-01
-7.62E-06,-4.00E-03,-8.00E-02
-7.62E-06,0.00E00,-2.40E-01
-7.62E-06,4.00E-03,-1.60E-01
-7.61E-06,4.00E-03,-1.60E-01
-7.61E-06,8.00E-03,-8.00E-02
-7.61E-06,0.00E00,-8.00E-02
-7.61E-06,0.00E00,-1.60E-01
-7.61E-06,0.00E00,-8.00E-02
-7.60E-06,0.00E00,-1.60E-01
-7.60E-06,0.00E00,-8.00E-02
-7.60E-06,-4.00E-03,-8.00E-02
-7.60E-06,-4.00E-03,-1.60E-01
-7.60E-06,-4.00E-03,0.00E00
-7.59E-06,0.00E00,-8.00E-02
-7.59E-06,0.00E00,-1.60E-01
-7.59E-06,-4.00E-03,-1.60E-01
-7.59E-06,-4.00E-03,-2.40E-01
-7.59E-06,-4.00E-03,-1.60E-01
-7.58E-06,0.00E00,-1.60E-01
-7.58E-06,4.00E-03,-1.60E-01
-7.58E-06,0.00E00,-8.00E-02
-7.58E-06,0.00E00,-1.60E-01
-7.58E-06,-4.00E-03,-8.00E-02
-7.57E-06,0.00E00,-1.60E-01
-7.57E-06,4.00E-03,-1.60E-01
-7.57E-06,-4.00E-03,-8.00E-02
-7.57E-06,-4.00E-03,-2.40E-01
-7.57E-06,-4.00E-03,-1.60E-01
-7.56E-06,-4.00E-03,-1.60E-01
-7.56E-06,0.00E00,-1.60E-01
-7.56E-06,-4.00E-03,-8.00E-02
-7.56E-06,-4.00E-03,-1.60E-01
-7.56E-06,-4.00E-03,-8.00E-02
-7.55E-06,-4.00E-03,-1.60E-01
-7.55E-06,4.00E-03,-8.00E-02
-7.55E-06,0.00E00,-8.00E-02
-7.55E-06,0.00E00,-1.60E-01
-7.55E-06,0.00E00,-8.00E-02
-7.54E-06,0.00E00,-1.60E-01
-7.54E-06,4.00E-03,-1.60E-01
-7.54E-06,0.00E00,-8.00E-02
-7.54E-06,0.00E00,-1.60E-01
-7.54E-06,-4.00E-03,-8.00E-02
-7.53E-06,-4.00E-03,-1.60E-01
-7.53E-06,0.00E00,-1.60E-01
-7.53E-06,-4.00E-03,0.00E00
-7.53E-06,-4.00E-03,1.60E-01
-7.53E-06,-4.00E-03,5.60E-01
-7.52E-06,-4.00E-03,8.80E-01
-7.52E-06,0.00E00,1.20E+00
-7.52E-06,-4.00E-03,1.52E+00
-7.52E-06,0.00E00,1.92E+00
-7.52E-06,-1.20E-02,2.32E+00
-7.51E-06,-1.60E-02,2.64E+00
-7.51E-06,-1.20E-02,2.88E+00
-7.51E-06,-4.00E-03,3.12E+00
-7.51E-06,0.00E00,3.28E+00
-7.51E-06,4.00E-03,3.44E+00
-7.50E-06,4.00E-03,3.60E+00
-7.50E-06,8.00E-03,3.76E+00
-7.50E-06,4.00E-03,3.84E+00
-7.50E-06,8.00E-03,3.92E+00
-7.50E-06,4.00E-03,4.08E+00
-7.49E-06,4.00E-03,4.16E+00
-7.49E-06,8.00E-03,4.32E+00
-7.49E-06,0.00E00,4.32E+00
-7.49E-06,-4.00E-03,4.32E+00
-7.49E-06,-4.00E-03,4.40E+00
-7.48E-06,-4.00E-03,4.48E+00
-7.48E-06,8.00E-03,4.56E+00
-7.48E-06,2.00E-02,4.48E+00
-7.48E-06,4.00E-02,4.56E+00
-7.48E-06,6.40E-02,4.64E+00
-7.47E-06,8.40E-02,4.64E+00
-7.47E-06,1.04E-01,4.72E+00
-7.47E-06,1.24E-01,4.80E+00
-7.47E-06,1.44E-01,4.72E+00
-7.47E-06,1.44E-01,4.80E+00
-7.46E-06,1.36E-01,4.80E+00
-7.46E-06,1.20E-01,4.88E+00
-7.46E-06,9.20E-02,4.88E+00
-7.46E-06,5.20E-02,4.80E+00
-7.46E-06,1.20E-02,4.88E+00
-7.45E-06,-4.00E-02,4.88E+00
-7.45E-06,-8.00E-02,4.96E+00
-7.45E-06,-1.24E-01,4.96E+00
-7.45E-06,-1.64E-01,4.88E+00
-7.45E-06,-1.88E-01,4.96E+00
-7.44E-06,-2.04E-01,4.88E+00
-7.44E-06,-2.00E-01,4.96E+00
-7.44E-06,-1.80E-01,4.96E+00
-7.44E-06,-1.36E-01,4.88E+00
-7.44E-06,-7.60E-02,4.96E+00
-7.43E-06,-4.00E-03,4.96E+00
-7.43E-06,5.60E-02,5.04E+00
-7.43E-06,1.12E-01,4.96E+00
-7.43E-06,1.56E-01,4.88E+00
-7.43E-06,1.80E-01,4.96E+00
-7.42E-06,1.88E-01,4.88E+00
-7.42E-06,1.80E-01,5.04E+00
-7.42E-06,1.64E-01,4.96E+00
-7.42E-06,1.36E-01,4.88E+00
-7.42E-06,1.00E-01,5.04E+00
-7.41E-06,6.00E-02,4.96E+00
-7.41E-06,2.80E-02,5.04E+00
-7.41E-06,-4.00E-03,4.96E+00
-7.41E-06,-4.00E-02,4.88E+00
-7.41E-06,-6.00E-02,4.96E+00
-7.40E-06,-8.40E-02,4.96E+00
-7.40E-06,-1.04E-01,5.04E+00
-7.40E-06,-1.12E-01,4.96E+00
-7.40E-06,-1.16E-01,4.88E+00
-7.40E-06,-1.08E-01,5.04E+00
-7.39E-06,-1.00E-01,4.96E+00
-7.39E-06,-8.40E-02,5.04E+00
-7.39E-06,-6.40E-02,4.96E+00
-7.39E-06,-5.20E-02,4.96E+00
-7.39E-06,-3.60E-02,5.04E+00
-7.38E-06,-2.80E-02,4.96E+00
-7.38E-06,-1.60E-02,5.04E+00
-7.38E-06,-1.60E-02,4.96E+00
-7.38E-06,-8.00E-03,4.88E+00
-7.38E-06,-4.00E-03,5.04E+00
-7.37E-06,0.00E00,4.96E+00
-7.37E-06,4.00E-03,5.04E+00
-7.37E-06,0.00E00,4.96E+00
-7.37E-06,4.00E-03,4.88E+00
-7.37E-06,4.00E-03,5.04E+00
-7.36E-06,8.00E-03,4.96E+00
-7.36E-06,8.00E-03,5.04E+00
-7.36E-06,4.00E-03,4.96E+00
-7.36E-06,0.00E00,4.88E+00
-7.36E-06,4.00E-03,5.04E+00
-7.35E-06,4.00E-03,4.96E+00
-7.35E-06,8.00E-03,5.04E+00
-7.35E-06,4.00E-03,4.96E+00
-7.35E-06,0.00E00,4.88E+00
-7.35E-06,0.00E00,5.04E+00
-7.34E-06,0.00E00,4.96E+00
-7.34E-06,4.00E-03,5.04E+00
-7.34E-06,-4.00E-03,4.96E+00
-7.34E-06,-4.00E-03,4.96E+00
-7.34E-06,-4.00E-03,5.04E+00
-7.33E-06,-4.00E-03,4.96E+00
-7.33E-06,0.00E00,5.04E+00
-7.33E-06,-4.00E-03,4.96E+00
-7.33E-06,-4.00E-03,4.96E+00
-7.33E-06,-4.00E-03,4.96E+00
-7.32E-06,0.00E00,4.96E+00
-7.32E-06,8.00E-03,5.04E+00
-7.32E-06,0.00E00,4.96E+00
-7.32E-06,0.00E00,4.96E+00
-7.32E-06,0.00E00,5.04E+00
-7.31E-06,0.00E00,4.96E+00
-7.31E-06,0.00E00,5.04E+00
-7.31E-06,0.00E00,5.04E+00
-7.31E-06,-4.00E-03,4.96E+00
-7.31E-06,-4.00E-03,5.04E+00
-7.30E-06,-4.00E-03,5.04E+00
-7.30E-06,0.00E00,5.04E+00
-7.30E-06,-4.00E-03,4.96E+00
-7.30E-06,-4.00E-03,4.96E+00
-7.30E-06,-4.00E-03,5.04E+00
-7.29E-06,-4.00E-03,4.96E+00
-7.29E-06,4.00E-03,4.96E+00
-7.29E-06,-4.00E-03,4.80E+00
-7.29E-06,0.00E00,4.40E+00
-7.29E-06,0.00E00,4.08E+00
-7.28E-06,0.00E00,3.60E+00
-7.28E-06,4.00E-03,3.20E+00
-7.28E-06,4.00E-03,2.72E+00
-7.28E-06,4.00E-03,2.32E+00
-7.28E-06,1.20E-02,1.92E+00
-7.27E-06,1.60E-02,1.60E+00
-7.27E-06,1.60E-02,1.36E+00
-7.27E-06,4.00E-03,1.04E+00
-7.27E-06,-8.00E-03,9.60E-01
-7.27E-06,-1.20E-02,8.00E-01
-7.26E-06,-1.20E-02,5.60E-01
-7.26E-06,-8.00E-03,4.80E-01
-7.26E-06,-4.00E-03,3.20E-01
-7.26E-06,-8.00E-03,1.60E-01
-7.26E-06,-8.00E-03,8.00E-02
-7.25E-06,-1.20E-02,8.00E-02
-7.25E-06,0.00E00,0.00E00
-7.25E-06,0.00E00,0.00E00
-7.25E-06,4.00E-03,0.00E00
-7.25E-06,8.00E-03,-1.60E-01
-7.24E-06,4.00E-03,-1.60E-01
-7.24E-06,8.00E-03,-8.00E-02
-7.24E-06,8.00E-03,-8.00E-02
-7.24E-06,4.00E-03,-8.00E-02
-7.24E-06,-4.00E-03,-8.00E-02
-7.23E-06,-8.00E-03,-8.00E-02
-7.23E-06,-4.00E-03,-8.00E-02
-7.23E-06,-8.00E-03,-8.00E-02
-7.23E-06,-1.20E-02,-1.60E-01
-7.23E-06,-1.20E-02,-1.60E-01
-7.22E-06,-8.00E-03,-1.60E-01
-7.22E-06,-4.00E-03,-1.60E-01
-7.22E-06,-4.00E-03,-2.40E-01
-7.22E-06,0.00E00,-1.60E-01
-7.22E-06,4.00E-03,-1.60E-01
-7.21E-06,4.00E-03,-1.60E-01
-7.21E-06,8.00E-03,-1.60E-01
-7.21E-06,8.00E-03,-1.60E-01
-7.21E-06,4.00E-03,-1.60E-01
-7.21E-06,4.00E-03,-1.60E-01
-7.20E-06,-4.00E-03,-1.60E-01
-7.20E-06,0.00E00,-1.60E-01
-7.20E-06,-4.00E-03,-8.00E-02
-7.20E-06,0.00E00,-2.40E-01
-7.20E-06,-4.00E-03,-8.00E-02
-7.19E-06,-8.00E-03,-8.00E-02
-7.19E-06,-4.00E-03,-1.60E-01
-7.19E-06,-4.00E-03,-1.60E-01
-7.19E-06,0.00E00,-1.60E-01
-7.19E-06,4.00E-03,0.00E00
-7.18E-06,4.00E-03,-8.00E-02
-7.18E-06,4.00E-03,-8.00E-02
-7.18E-06,4.00E-03,-8.00E-02
-7.18E-06,4.00E-03,-1.60E-01
-7.18E-06,4.00E-03,-1.60E-01
-7.17E-06,0.00E00,-1.60E-01
-7.17E-06,0.00E00,-8.00E-02
-7.17E-06,-4.00E-03,-8.00E-02
-7.17E-06,-4.00E-03,-1.60E-01
-7.17E-06,0.00E00,-1.60E-01
-7.16E-06,-4.00E-03,-1.60E-01
-7.16E-06,-4.00E-03,-1.60E-01
-7.16E-06,-8.00E-03,-8.00E-02
-7.16E-06,-8.00E-03,-1.60E-01
-7.16E-06,-4.00E-03,-1.60E-01
-7.15E-06,-4.00E-03,-1.60E-01
-7.15E-06,0.00E00,-1.60E-01
-7.15E-06,0.00E00,-8.00E-02
-7.15E-06,4.00E-03,-1.60E-01
-7.15E-06,4.00E-03,-8.00E-02
-7.14E-06,4.00E-03,-8.00E-02
-7.14E-06,4.00E-03,-1.60E-01
-7.14E-06,-4.00E-03,-8.00E-02
-7.14E-06,-4.00E-03,-1.60E-01
-7.14E-06,0.00E00,-1.60E-01
-7.13E-06,-4.00E-03,-8.00E-02
-7.13E-06,0.00E00,-1.60E-01
-7.13E-06,-4.00E-03,-8.00E-02
-7.13E-06,-8.00E-03,-2.40E-01
-7.13E-06,-4.00E-03,-1.60E-01
-7.12E-06,-4.00E-03,-1.60E-01
-7.12E-06,0.00E00,-8.00E-02
-7.12E-06,-4.00E-03,-8.00E-02
-7.12E-06,0.00E00,-1.60E-01
-7.12E-06,4.00E-03,-1.60E-01
-7.11E-06,4.00E-03,-1.60E-01
-7.11E-06,8.00E-03,-8.00E-02
-7.11E-06,0.00E00,-8.00E-02
-7.11E-06,0.00E00,-1.60E-01
-7.11E-06,0.00E00,-1.60E-01
-7.10E-06,0.00E00,-1.60E-01
-7.10E-06,0.00E00,-8.00E-02
-7.10E-06,-4.00E-03,-8.00E-02
-7.10E-06,-4.00E-03,-1.60E-01
-7.10E-06,-4.00E-03,0.00E00
-7.09E-06,-4.00E-03,-1.60E-01
-7.09E-06,0.00E00,-1.60E-01
-7.09E-06,-4.00E-03,-8.00E-02
-7.09E-06,-4.00E-03,-2.40E-01
-7.09E-06,0.00E00,-1.60E-01
-7.08E-06,0.00E00,-1.60E-01
-7.08E-06,4.00E-03,-1.60E-01
-7.08E-06,-4.00E-03,-1.60E-01
-7.08E-06,0.00E00,-1.60E-01
-7.08E-06,0.00E00,-1.60E-01
-7.07E-06,4.00E-03,-1.60E-01
-7.07E-06,4.00E-03,-1.60E-01
-7.07E-06,-4.00E-03,-8.00E-02
-7.07E-06,-4.00E-03,-1.60E-01
-7.07E-06,-4.00E-03,-1.60E-01
-7.06E-06,-4.00E-03,-1.60E-01
-7.06E-06,0.00E00,-1.60E-01
-7.06E-06,-4.00E-03,-8.00E-02
-7.06E-06,-4.00E-03,-1.60E-01
-7.06E-06,0.00E00,-1.60E-01
-7.05E-06,0.00E00,-1.60E-01
-7.05E-06,4.00E-03,-1.60E-01
-7.05E-06,0.00E00,-8.00E-02
-7.05E-06,0.00E00,-1.60E-01
-7.05E-06,0.00E00,-8.00E-02
-7.04E-06,0.00E00,-1.60E-01
-7.04E-06,4.00E-03,-1.60E-01
-7.04E-06,0.00E00,-8.00E-02
-7.04E-06,-4.00E-03,-1.60E-01
-7.04E-06,-4.00E-03,-1.60E-01
-7.03E-06,-4.00E-03,-1.60E-01
-7.03E-06,0.00E00,-1.60E-01
-7.03E-06,-4.00E-03,-8.00E-02
-7.03E-06,-4.00E-03,1.60E-01
-7.03E-06,-4.00E-03,5.60E-01
-7.02E-06,-4.00E-03,8.00E-01
-7.02E-06,0.00E00,1.20E+00
-7.02E-06,-4.00E-03,1.52E+00
-7.02E-06,-4.00E-03,2.00E+00
-7.02E-06,-8.00E-03,2.32E+00
-7.01E-06,-1.60E-02,2.64E+00
-7.01E-06,-8.00E-03,2.88E+00
-7.01E-06,-4.00E-03,3.04E+00
-7.01E-06,0.00E00,3.28E+00
-7.01E-06,4.00E-03,3.44E+00
-7.00E-06,4.00E-03,3.60E+00
-7.00E-06,8.00E-03,3.84E+00
-7.00E-06,4.00E-03,3.84E+00
-7.00E-06,4.00E-03,3.92E+00
-7.00E-06,4.00E-03,4.16E+00
-6.99E-06,4.00E-03,4.16E+00
-6.99E-06,8.00E-03,4.24E+00
-6.99E-06,0.00E00,4.32E+00
-6.99E-06,0.00E00,4.24E+00
-6.99E-06,-4.00E-03,4.40E+00
-6.98E-06,-4.00E-03,4.48E+00
-6.98E-06,8.00E-03,4.56E+00
-6.98E-06,2.00E-02,4.48E+00
-6.98E-06,4.00E-02,4.56E+00
-6.98E-06,6.00E-02,4.64E+00
-6.97E-06,8.40E-02,4.64E+00
-6.97E-06,1.04E-01,4.72E+00
-6.97E-06,1.24E-01,4.72E+00
-6.97E-06,1.36E-01,4.64E+00
-6.97E-06,1.44E-01,4.80E+00
-6.96E-06,1.40E-01,4.80E+00
-6.96E-06,1.20E-01,4.80E+00
