,CH1,CH2,CH3,CH4
Second,Volt,Volt,Volt,Volt
-1.47200e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.47120e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.47040e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.46960e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.46880e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.46800e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.46720e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.46640e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.46560e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.46480e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.46400e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.46320e-02,3.04e+00,9.20e+00,3.00e+00,9.20e+00, 
-1.46240e-02,3.04e+00,9.20e+00,3.00e+00,9.20e+00, 
-1.46160e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.46080e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.46000e-02,3.04e+00,9.20e+00,3.00e+00,9.20e+00, 
-1.45920e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.45840e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.45760e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.45680e-02,3.08e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.45600e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.45520e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.45440e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.45360e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.45280e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.45200e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.45120e-02,4.80e-01,9.20e+00,4.00e-01,9.60e+00, 
-1.45040e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.44960e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.44880e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.44800e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.44720e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.44640e-02,-4.00e-02,9.20e+00,-2.00e-01,9.20e+00, 
-1.44560e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.44480e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.44400e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.44320e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.44240e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.44160e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.44080e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.44000e-02,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.43920e-02,0.00e+00,9.20e+00,0.00e+00,9.60e+00, 
-1.43840e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.43760e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.43680e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.43600e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.43520e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.43440e-02,0.00e+00,9.20e+00,-2.00e-01,9.60e+00, 
-1.43360e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.43280e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.43200e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.43120e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.43040e-02,-8.00e-02,9.20e+00,-2.00e-01,9.20e+00, 
-1.42960e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.42880e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.42800e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.42720e-02,-4.00e-02,9.20e+00,-2.00e-01,9.20e+00, 
-1.42640e-02,0.00e+00,9.20e+00,0.00e+00,9.60e+00, 
-1.42560e-02,-4.00e-02,9.20e+00,-2.00e-01,9.20e+00, 
-1.42480e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.42400e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.42320e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.42240e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.42160e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.42080e-02,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.42000e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.41920e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.41840e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.41760e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.41680e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.41600e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.41520e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.41440e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.41360e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.41280e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.41200e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.41120e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.41040e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.40960e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.40880e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.40800e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.40720e-02,-4.00e-02,9.20e+00,-2.00e-01,9.20e+00, 
-1.40640e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.40560e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.40480e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.40400e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.40320e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.40240e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.40160e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.40080e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.40000e-02,3.08e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.39920e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.39840e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.39760e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.39680e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.39600e-02,3.04e+00,9.20e+00,2.80e+00,9.60e+00, 
-1.39520e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.39440e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.39360e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.39280e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.39200e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.39120e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.39040e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.38960e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.38880e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.38800e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.38720e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.38640e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.38560e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.38480e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.38400e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.38320e-02,3.04e+00,9.20e+00,3.00e+00,9.20e+00, 
-1.38240e-02,3.04e+00,9.40e+00,3.00e+00,9.60e+00, 
-1.38160e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.38080e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.38000e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.37920e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.37840e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.37760e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.37680e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.37600e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.37520e-02,3.04e+00,9.20e+00,3.00e+00,9.20e+00, 
-1.37440e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.37360e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.37280e-02,3.08e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.37200e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.37120e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.37040e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.36960e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.36880e-02,3.08e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.36800e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.36720e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.36640e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.36560e-02,3.08e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.36480e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.36400e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.36320e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.36240e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.36160e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.36080e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.36000e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.35920e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.35840e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.35760e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.35680e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.35600e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.35520e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.35440e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.35360e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.35280e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.35200e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.35120e-02,4.80e-01,9.20e+00,4.00e-01,9.60e+00, 
-1.35040e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.34960e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.34880e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.34800e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.34720e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.34640e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.34560e-02,-4.00e-02,9.20e+00,0.00e+00,9.20e+00, 
-1.34480e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.34400e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.34320e-02,0.00e+00,9.20e+00,-2.00e-01,9.60e+00, 
-1.34240e-02,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.34160e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.34080e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.34000e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.33920e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.33840e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.33760e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.33680e-02,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.33600e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.33520e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.33440e-02,0.00e+00,9.20e+00,0.00e+00,9.60e+00, 
-1.33360e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.33280e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.33200e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.33120e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.33040e-02,0.00e+00,9.20e+00,-2.00e-01,9.60e+00, 
-1.32960e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.32880e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.32800e-02,0.00e+00,9.20e+00,-2.00e-01,9.60e+00, 
-1.32720e-02,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.32640e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.32560e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.32480e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.32400e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.32320e-02,0.00e+00,9.20e+00,0.00e+00,9.20e+00, 
-1.32240e-02,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.32160e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.32080e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.32000e-02,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.31920e-02,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.31840e-02,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.31760e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.31680e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.31600e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.31520e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.31440e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.31360e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.31280e-02,-8.00e-02,9.40e+00,-2.00e-01,9.60e+00, 
-1.31200e-02,0.00e+00,9.20e+00,-2.00e-01,9.60e+00, 
-1.31120e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.31040e-02,-4.00e-02,9.20e+00,-2.00e-01,9.20e+00, 
-1.30960e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.30880e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.30800e-02,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.30720e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.30640e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.30560e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.30480e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.30400e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.30320e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.30240e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.30160e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.30080e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.30000e-02,3.08e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.29920e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.29840e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.29760e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.29680e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.29600e-02,3.08e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.29520e-02,3.08e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.29440e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.29360e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.29280e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.29200e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.29120e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.29040e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.28960e-02,3.08e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.28880e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.28800e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.28720e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.28640e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.28560e-02,3.04e+00,9.20e+00,3.00e+00,9.20e+00, 
-1.28480e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.28400e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.28320e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.28240e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.28160e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.28080e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.28000e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.27920e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.27840e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.27760e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.27680e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.27600e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.27520e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.27440e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.27360e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.27280e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.27200e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.27120e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.27040e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.26960e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.26880e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.26800e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.26720e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.26640e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.26560e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.26480e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.26400e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.26320e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.26240e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.26160e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.26080e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.26000e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.25920e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.25840e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.25760e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.25680e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.25600e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.25520e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.25440e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.25360e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.25280e-02,3.00e+00,9.40e+00,3.00e+00,9.60e+00, 
-1.25200e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.25120e-02,4.80e-01,9.20e+00,4.00e-01,9.60e+00, 
-1.25040e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.24960e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.24880e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.24800e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.24720e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.24640e-02,0.00e+00,9.20e+00,0.00e+00,9.60e+00, 
-1.24560e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.24480e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.24400e-02,-8.00e-02,9.40e+00,-2.00e-01,9.60e+00, 
-1.24320e-02,-4.00e-02,9.20e+00,-2.00e-01,9.20e+00, 
-1.24240e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.24160e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.24080e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.24000e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.23920e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.23840e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.23760e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.23680e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.23600e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.23520e-02,-4.00e-02,9.20e+00,-2.00e-01,9.20e+00, 
-1.23440e-02,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.23360e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.23280e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.23200e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.23120e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.23040e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.22960e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.22880e-02,-8.00e-02,9.20e+00,-2.00e-01,9.20e+00, 
-1.22800e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.22720e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.22640e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.22560e-02,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.22480e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.22400e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.22320e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.22240e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.22160e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.22080e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.22000e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.21920e-02,-4.00e-02,9.40e+00,-2.00e-01,9.60e+00, 
-1.21840e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.21760e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.21680e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.21600e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.21520e-02,-8.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.21440e-02,-4.00e-02,9.20e+00,0.00e+00,9.20e+00, 
-1.21360e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.21280e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.21200e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.21120e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.21040e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.20960e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.20880e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.20800e-02,-4.00e-02,9.20e+00,-2.00e-01,9.20e+00, 
-1.20720e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.20640e-02,0.00e+00,9.20e+00,-2.00e-01,9.60e+00, 
-1.20560e-02,-4.00e-02,9.20e+00,0.00e+00,9.60e+00, 
-1.20480e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.20400e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.20320e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.20240e-02,-4.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.20160e-02,-8.00e-02,9.20e+00,-2.00e-01,9.60e+00, 
-1.20080e-02,3.08e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.20000e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.19920e-02,3.04e+00,9.20e+00,2.80e+00,9.60e+00, 
-1.19840e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.19760e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.19680e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.19600e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.19520e-02,3.00e+00,9.20e+00,3.00e+00,9.60e+00, 
-1.19440e-02,3.04e+00,9.20e+00,2.80e+00,9.60e+00, 
-1.19360e-02,3.04e+00,9.20e+00,3.00e+00,9.60e+00, 
